timestamp,0xF030D05B_blue_temperature (degrees C),0xF030D05B_blue_humidity (% rH),0xEFCF86D7_yellow_temperature (degrees C),0xEFCF86D7_yellow_humidity (% rH),0xF030D0CF_red_temperature (degrees C),0xF030D0CF_red_humidity (% rH)
8273420,,,,,24.93,5.88
8274428,26.78,5.91,,,,
8274400,,,22.5,51.03,,
8274432,,,,,24.92,5.87
8275440,26.78,5.94,,,,
8275412,,,22.5,51.01,,
8275444,,,,,24.91,5.89
8276452,26.79,5.91,,,,
8276424,,,22.48,51.02,,
8276456,,,,,24.92,5.86
8277464,26.76,5.94,,,,
8277436,,,22.52,51.09,,
8277468,,,,,24.9,5.86
8278475,26.8,5.94,,,,
8278448,,,22.5,51.02,,
8278480,,,,,24.89,5.89
8279487,26.8,5.97,,,,
8279460,,,22.5,51.03,,
8279492,,,,,24.93,5.84
8280499,26.81,5.93,,,,
8280472,,,22.52,51.03,,
8280504,,,,,24.91,5.86
8281511,26.79,5.92,,,,
8281484,,,22.51,51.04,,
8281516,,,,,24.92,5.84
8282523,26.81,5.9,,,,
8282496,,,22.51,51.03,,
8282527,,,,,24.93,5.89
8283535,26.78,5.88,,,,
8283508,,,22.47,51.02,,
8283540,,,,,24.93,5.84
8284547,26.8,5.92,,,,
8284520,,,22.5,51.02,,
8284551,,,,,24.92,5.89
8285559,26.79,5.89,,,,
8285532,,,22.47,51.01,,
8285563,,,,,24.92,5.86
8286571,26.79,5.9,,,,
8286544,,,22.44,51.05,,
8286575,,,,,24.89,5.87
8287583,26.81,5.94,,,,
8287556,,,22.44,51.1,,
8287587,,,,,24.92,5.87
8288594,26.78,5.9,,,,
8288567,,,22.46,51.13,,
8288599,,,,,24.93,5.89
8289606,26.8,5.91,,,,
8289579,,,22.46,51.12,,
8289611,,,,,24.91,5.89
8290618,26.79,5.92,,,,
8290591,,,22.46,51.11,,
8290623,,,,,24.91,5.89
8291630,26.82,5.92,,,,
8291603,,,22.52,51.09,,
8291635,,,,,24.91,5.89
8292642,26.81,5.94,,,,
8292615,,,22.49,51.07,,
8292647,,,,,24.91,5.86
8293654,26.79,5.9,,,,
8293627,,,22.51,51.11,,
8293659,,,,,24.95,5.89
8294666,26.83,5.89,,,,
8294639,,,22.48,51.09,,
8294671,,,,,24.94,5.89
8295678,26.78,5.93,,,,
8295651,,,22.5,51.08,,
8295683,,,,,24.92,5.91
8296690,26.8,5.93,,,,
8296663,,,22.5,51.08,,
8296695,,,,,24.9,5.93
8297702,26.81,5.93,,,,
8297675,,,22.5,51.04,,
8297707,,,,,24.91,5.9
8298714,26.8,5.89,,,,
8298687,,,22.5,51.05,,
8298719,,,,,24.92,5.88
8299726,26.79,5.94,,,,
8299699,,,22.5,51.09,,
8299731,,,,,24.92,5.91
8300738,26.81,5.93,,,,
8300711,,,22.5,51.07,,
8300743,,,,,24.91,5.9
8301750,26.79,5.92,,,,
8301723,,,22.53,51.06,,
8301755,,,,,24.91,5.89
8302762,26.77,5.91,,,,
8302735,,,22.52,50.99,,
8302767,,,,,24.94,5.89
8303773,26.75,5.96,,,,
8303747,,,22.54,51.03,,
8303779,,,,,24.9,5.88
8304786,26.78,5.97,,,,
8304759,,,22.47,50.98,,
8304791,,,,,24.92,5.86
8305798,26.8,5.97,,,,
8305771,,,22.48,50.99,,
8305803,,,,,24.91,5.88
8306810,26.81,6.02,,,,
8306783,,,22.49,51.01,,
8306815,,,,,24.91,5.94
8307822,26.77,6.01,,,,
8307795,,,22.52,51.03,,
8307827,,,,,24.94,5.9
8308833,26.78,5.98,,,,
8308807,,,22.47,51.01,,
8308839,,,,,24.92,5.9
8309845,26.77,5.97,,,,
8309818,,,22.5,51.0,,
8309851,,,,,24.91,5.9
8310857,26.76,5.98,,,,
8310830,,,22.5,51.04,,
8310862,,,,,24.9,5.89
8311869,26.77,5.98,,,,
8311842,,,22.48,51.03,,
8311874,,,,,24.92,5.92
8312881,26.78,6.05,,,,
8312854,,,22.52,51.0,,
8312887,,,,,24.93,5.92
8313893,26.77,6.01,,,,
8313866,,,22.49,51.03,,
8313899,,,,,24.9,6.01
8314905,26.78,5.97,,,,
8314879,,,22.5,51.05,,
8314911,,,,,24.92,5.92
8315917,26.77,6.04,,,,
8315890,,,22.51,51.04,,
8315923,,,,,24.93,5.91
8316929,26.78,6.05,,,,
8316902,,,22.48,51.02,,
8316935,,,,,24.92,5.91
8317941,26.78,6.02,,,,
8317914,,,22.47,51.03,,
8317946,,,,,24.91,5.92
8318953,26.77,6.08,,,,
8318926,,,22.48,51.06,,
8318958,,,,,24.94,5.9
8319965,26.78,6.02,,,,
8319938,,,22.51,51.04,,
8319970,,,,,24.94,5.96
8320977,26.81,6.02,,,,
8320950,,,22.49,51.05,,
8320982,,,,,24.9,5.92
8321988,26.8,6.04,,,,
8321962,,,22.51,51.03,,
8321994,,,,,24.92,5.95
8323000,26.76,6.03,,,,
8322974,,,22.5,51.03,,
8323006,,,,,24.94,5.9
8324012,26.78,6.06,,,,
8323986,,,22.47,51.06,,
8324018,,,,,24.91,5.92
8325024,26.78,5.99,,,,
8324998,,,22.48,51.07,,
8325030,,,,,24.91,5.93
8326036,26.81,6.01,,,,
8326010,,,22.48,51.06,,
8326042,,,,,24.93,5.91
8327048,26.81,6.02,,,,
8327021,,,22.47,51.03,,
8327054,,,,,24.94,5.92
8328060,26.8,5.98,,,,
8328033,,,22.45,51.04,,
8328066,,,,,24.93,5.95
8329072,26.82,6.02,,,,
8329045,,,22.46,51.04,,
8329078,,,,,24.93,5.92
8330084,26.81,5.99,,,,
8330057,,,22.47,51.06,,
8330090,,,,,24.92,5.9
8331096,26.79,6.01,,,,
8331069,,,22.5,51.06,,
8331102,,,,,24.9,5.92
8332108,26.78,5.93,,,,
8332081,,,22.47,51.06,,
8332114,,,,,24.91,5.92
8333120,26.8,5.98,,,,
8333093,,,22.5,51.06,,
8333125,,,,,24.9,5.92
8334131,26.79,5.98,,,,
8334105,,,22.5,51.05,,
8334137,,,,,24.91,5.92
8335143,26.81,5.91,,,,
8335117,,,22.49,51.02,,
8335149,,,,,24.91,5.91
8336155,26.79,5.96,,,,
8336129,,,22.48,51.08,,
8336161,,,,,24.94,5.89
8337167,26.78,5.96,,,,
8337140,,,22.47,51.05,,
8337173,,,,,24.94,5.87
8338179,26.77,5.93,,,,
8338152,,,22.47,51.01,,
8338185,,,,,24.9,5.91
8339191,26.78,5.98,,,,
8339164,,,22.47,51.05,,
8339197,,,,,24.91,5.89
8340203,26.8,5.98,,,,
8340176,,,22.47,51.02,,
8340209,,,,,24.92,5.88
8341215,26.79,5.95,,,,
8341188,,,22.54,51.08,,
8341221,,,,,24.92,5.9
8342227,26.79,5.96,,,,
8342200,,,22.5,51.07,,
8342233,,,,,24.93,5.89
8343238,26.82,5.95,,,,
8343212,,,22.46,51.03,,
8343244,,,,,24.92,5.87
8344250,26.79,5.94,,,,
8344224,,,22.47,51.06,,
8344256,,,,,24.92,5.92
8345262,26.83,5.97,,,,
8345236,,,22.49,51.07,,
8345268,,,,,24.94,5.87
8346274,26.81,5.93,,,,
8346248,,,22.49,51.07,,
8346280,,,,,24.94,5.9
8347286,26.79,5.93,,,,
8347259,,,22.48,51.1,,
8347292,,,,,24.94,5.83
8348298,26.8,5.94,,,,
8348271,,,22.47,51.11,,
8348304,,,,,24.93,5.91
8349310,26.82,5.92,,,,
8349283,,,22.5,51.1,,
8349316,,,,,24.91,5.86
8350322,26.82,5.95,,,,
8350295,,,22.47,51.09,,
8350328,,,,,24.94,5.88
8351334,26.81,5.92,,,,
8351307,,,22.46,51.07,,
8351340,,,,,24.91,5.89
8352346,26.79,5.89,,,,
8352319,,,22.46,51.14,,
8352352,,,,,24.94,5.9
8353358,26.79,5.94,,,,
8353331,,,22.43,51.12,,
8353364,,,,,24.9,5.89
8354370,26.79,5.88,,,,
8354343,,,22.45,51.14,,
8354376,,,,,24.93,5.87
8355382,26.82,5.92,,,,
8355355,,,22.45,51.12,,
8355388,,,,,24.97,5.89
8356394,26.82,5.9,,,,
8356367,,,22.44,51.15,,
8356400,,,,,24.93,5.88
8357406,26.82,5.92,,,,
8357379,,,22.48,51.18,,
8357412,,,,,24.94,5.84
8358418,26.8,5.93,,,,
8358391,,,22.47,51.15,,
8358424,,,,,24.96,5.89
8359430,26.8,5.95,,,,
8359403,,,22.46,51.15,,
8359436,,,,,24.95,5.85
8360442,26.79,5.89,,,,
8360415,,,22.47,51.14,,
8360448,,,,,24.93,5.86
8361454,26.81,5.92,,,,
8361427,,,22.46,51.13,,
8361460,,,,,24.92,5.86
8362466,26.81,5.94,,,,
8362439,,,22.44,51.13,,
8362472,,,,,24.92,5.85
8363478,26.79,5.96,,,,
8363451,,,22.46,51.16,,
8363484,,,,,24.93,5.9
8364490,26.8,5.96,,,,
8364463,,,22.44,51.13,,
8364496,,,,,24.94,5.89
8365502,26.78,5.97,,,,
8365475,,,22.49,51.15,,
8365508,,,,,24.92,5.89
8366514,26.79,5.93,,,,
8366487,,,22.48,51.15,,
8366520,,,,,24.92,5.93
8367526,26.79,6.0,,,,
8367499,,,22.48,51.17,,
8367532,,,,,24.93,5.91
8368538,26.79,5.96,,,,
8368511,,,22.47,51.1,,
8368544,,,,,24.93,5.93
8369550,26.8,5.99,,,,
8369524,,,22.46,51.1,,
8369557,,,,,24.93,5.9
8370562,26.82,5.96,,,,
8370535,,,22.45,51.12,,
8370568,,,,,24.92,5.93
8371574,26.78,6.02,,,,
8371547,,,22.48,51.12,,
8371580,,,,,24.9,5.92
8372586,26.77,5.95,,,,
8372559,,,22.48,51.08,,
8372592,,,,,24.93,5.9
8373598,26.78,6.02,,,,
8373571,,,22.45,51.1,,
8373604,,,,,24.9,5.9
8374609,26.76,5.94,,,,
8374583,,,22.44,51.1,,
8374616,,,,,24.91,5.95
8375621,26.79,6.0,,,,
8375595,,,22.44,51.15,,
8375628,,,,,24.93,5.95
8376633,26.79,6.0,,,,
8376607,,,22.46,51.11,,
8376640,,,,,24.92,5.93
8377645,26.81,6.01,,,,
8377619,,,22.46,51.16,,
8377652,,,,,24.92,5.97
8378657,26.82,6.0,,,,
8378630,,,22.41,51.14,,
8378664,,,,,24.93,5.93
8379669,26.8,6.02,,,,
8379642,,,22.42,51.14,,
8379676,,,,,24.92,5.91
8380681,26.81,6.04,,,,
8380655,,,22.46,51.15,,
8380688,,,,,24.92,5.92
8381693,26.83,6.05,,,,
8381666,,,22.44,51.14,,
8381700,,,,,24.93,5.98
8382705,26.81,6.03,,,,
8382678,,,22.41,51.14,,
8382712,,,,,24.95,5.92
8383717,26.81,6.02,,,,
8383690,,,22.39,51.16,,
8383724,,,,,24.92,5.96
8384729,26.82,6.04,,,,
8384702,,,22.42,51.17,,
8384736,,,,,24.91,5.93
8385741,26.81,6.02,,,,
8385714,,,22.48,51.18,,
8385748,,,,,24.92,5.92
8386753,26.81,5.99,,,,
8386726,,,22.45,51.19,,
8386760,,,,,24.94,5.97
8387765,26.81,6.05,,,,
8387738,,,22.42,51.18,,
8387772,,,,,24.9,5.97
8388777,26.81,6.02,,,,
8388750,,,22.44,51.19,,
8388783,,,,,24.91,5.99
8389788,26.81,6.04,,,,
8389762,,,22.46,51.2,,
8389795,,,,,24.91,5.94
8390801,26.8,6.03,,,,
8390774,,,22.46,51.22,,
8390807,,,,,24.92,5.97
8391813,26.82,6.02,,,,
8391786,,,22.44,51.24,,
8391820,,,,,24.91,5.99
8392825,26.79,6.02,,,,
8392798,,,22.43,51.2,,
8392832,,,,,24.91,5.97
8393837,26.8,6.02,,,,
8393810,,,22.44,51.22,,
8393844,,,,,24.91,5.96
8394849,26.81,6.04,,,,
8394822,,,22.43,51.24,,
8394856,,,,,24.93,5.95
8395861,26.81,6.07,,,,
8395834,,,22.42,51.25,,
8395868,,,,,24.91,5.9
8396872,26.82,6.09,,,,
8396846,,,22.45,51.23,,
8396879,,,,,24.94,5.99
8397885,26.81,6.01,,,,
8397858,,,22.45,51.25,,
8397892,,,,,24.94,5.97
8398897,26.82,6.06,,,,
8398870,,,22.45,51.28,,
8398904,,,,,24.93,6.03
8399908,26.81,6.03,,,,
8399882,,,22.45,51.24,,
8399915,,,,,24.93,5.96
8400920,26.82,6.02,,,,
8400894,,,22.43,51.26,,
8400927,,,,,24.93,5.94
8401932,26.82,6.01,,,,
8401906,,,22.43,51.27,,
8401939,,,,,24.93,5.99
8402944,26.81,6.05,,,,
8402917,,,22.4,51.28,,
8402951,,,,,24.94,5.98
8403956,26.82,5.99,,,,
8403929,,,22.41,51.3,,
8403963,,,,,24.92,5.96
8404968,26.78,6.03,,,,
8404941,,,22.42,51.3,,
8404975,,,,,24.93,5.98
8405980,26.8,6.03,,,,
8405953,,,22.42,51.31,,
8405987,,,,,24.94,5.98
8406992,26.79,5.99,,,,
8406965,,,22.43,51.34,,
8406999,,,,,24.93,5.98
8408003,26.82,6.03,,,,
8407977,,,22.42,51.29,,
8408011,,,,,24.91,5.97
8409015,26.83,6.04,,,,
8408989,,,22.41,51.33,,
8409023,,,,,24.91,5.96
8410027,26.82,6.05,,,,
8410001,,,22.42,51.33,,
8410035,,,,,24.93,5.95
8411039,26.81,6.09,,,,
8411013,,,22.4,51.31,,
8411047,,,,,24.93,5.92
8412051,26.82,6.07,,,,
8412024,,,22.42,51.35,,
8412058,,,,,24.9,5.97
8413063,26.84,6.09,,,,
8413036,,,22.41,51.31,,
8413070,,,,,24.93,5.93
8414075,26.82,6.0,,,,
8414048,,,22.42,51.33,,
8414082,,,,,24.91,5.94
8415087,26.82,6.06,,,,
8415060,,,22.42,51.3,,
8415094,,,,,24.92,5.94
8416099,26.79,6.07,,,,
8416072,,,22.41,51.31,,
8416106,,,,,24.91,5.93
8417111,26.82,6.03,,,,
8417084,,,22.42,51.31,,
8417118,,,,,24.93,6.01
8418123,26.82,6.06,,,,
8418096,,,22.42,51.34,,
8418131,,,,,24.93,5.95
8419135,26.81,6.08,,,,
8419108,,,22.45,51.31,,
8419142,,,,,24.93,5.95
8420147,26.82,6.09,,,,
8420120,,,22.41,51.29,,
8420154,,,,,24.92,5.97
8421159,26.82,6.09,,,,
8421132,,,22.44,51.28,,
8421166,,,,,24.9,6.02
8422171,26.8,6.08,,,,
8422144,,,22.44,51.3,,
8422178,,,,,24.92,5.98
8423183,26.81,6.08,,,,
8423156,,,22.45,51.26,,
8423190,,,,,24.92,5.99
8424195,26.82,6.07,,,,
8424168,,,22.46,51.27,,
8424202,,,,,24.93,5.98
8425207,26.82,6.03,,,,
8425180,,,22.42,51.27,,
8425215,,,,,24.89,5.97
8426219,26.8,6.05,,,,
8426192,,,22.46,51.27,,
8426227,,,,,24.91,5.98
8427231,26.83,6.04,,,,
8427204,,,22.45,51.27,,
8427238,,,,,24.91,5.97
8428243,26.81,6.06,,,,
8428216,,,22.43,51.22,,
8428250,,,,,24.88,6.01
8429254,26.82,6.02,,,,
8429228,,,22.43,51.25,,
8429262,,,,,24.91,5.97
8430267,26.81,6.06,,,,
8430240,,,22.44,51.28,,
8430274,,,,,24.9,5.99
8431278,26.8,6.04,,,,
8431252,,,22.45,51.25,,
8431286,,,,,24.92,5.97
8432290,26.79,6.1,,,,
8432264,,,22.44,51.21,,
8432298,,,,,24.91,5.99
8433302,26.81,6.07,,,,
8433276,,,22.42,51.23,,
8433310,,,,,24.9,5.99
8434314,26.78,6.06,,,,
8434288,,,22.42,51.21,,
8434322,,,,,24.9,5.95
8435326,26.78,6.08,,,,
8435300,,,22.42,51.23,,
8435334,,,,,24.93,5.99
8436338,26.81,6.1,,,,
8436312,,,22.43,51.27,,
8436346,,,,,24.91,5.99
8437350,26.8,6.09,,,,
8437324,,,22.43,51.27,,
8437358,,,,,24.92,5.94
8438362,26.8,6.12,,,,
8438336,,,22.44,51.26,,
8438370,,,,,24.91,5.95
8439374,26.81,6.13,,,,
8439348,,,22.42,51.22,,
8439382,,,,,24.92,5.96
8440386,26.79,6.13,,,,
8440360,,,22.44,51.2,,
8440394,,,,,24.92,6.0
8441398,26.8,6.07,,,,
8441371,,,22.44,51.24,,
8441406,,,,,24.93,5.99
8442410,26.8,6.04,,,,
8442383,,,22.43,51.19,,
8442418,,,,,24.93,5.97
8443422,26.79,6.05,,,,
8443395,,,22.43,51.2,,
8443430,,,,,24.92,6.01
8444434,26.81,6.06,,,,
8444407,,,22.44,51.19,,
8444442,,,,,24.92,6.0
8445446,26.81,6.09,,,,
8445419,,,22.46,51.22,,
8445454,,,,,24.92,5.97
8446458,26.78,6.05,,,,
8446432,,,22.44,51.2,,
8446466,,,,,24.91,5.97
8447470,26.77,6.09,,,,
8447443,,,22.45,51.19,,
8447478,,,,,24.89,5.98
8448482,26.78,6.06,,,,
8448455,,,22.45,51.21,,
8448490,,,,,24.91,5.96
8449494,26.79,6.04,,,,
8449467,,,22.44,51.2,,
8449502,,,,,24.93,6.0
8450506,26.8,6.08,,,,
8450479,,,22.47,51.19,,
8450514,,,,,24.91,5.94
8451518,26.77,6.06,,,,
8451491,,,22.44,51.2,,
8451526,,,,,24.92,5.97
8452530,26.8,6.03,,,,
8452503,,,22.43,51.16,,
8452538,,,,,24.93,5.95
8453542,26.78,6.06,,,,
8453515,,,22.44,51.2,,
8453550,,,,,24.9,5.94
8454554,26.78,6.07,,,,
8454527,,,22.45,51.19,,
8454562,,,,,24.9,5.94
8455566,26.76,6.05,,,,
8455539,,,22.43,51.19,,
8455574,,,,,24.92,5.96
8456578,26.77,6.06,,,,
8456551,,,22.45,51.16,,
8456586,,,,,24.92,5.96
8457589,26.8,6.05,,,,
8457562,,,22.45,51.18,,
8457597,,,,,24.93,5.89
8458601,26.79,6.05,,,,
8458574,,,22.44,51.16,,
8458609,,,,,24.89,5.94
8459613,26.79,6.02,,,,
8459586,,,22.44,51.17,,
8459621,,,,,24.92,5.96
8460625,26.77,5.98,,,,
8460598,,,22.45,51.13,,
8460633,,,,,24.92,5.94
8461637,26.78,6.05,,,,
8461610,,,22.46,51.12,,
8461645,,,,,24.91,5.92
8462649,26.77,5.97,,,,
8462622,,,22.45,51.13,,
8462657,,,,,24.9,5.9
8463661,26.78,6.0,,,,
8463634,,,22.44,51.15,,
8463669,,,,,24.9,5.97
8464673,26.8,5.98,,,,
8464646,,,22.44,51.15,,
8464681,,,,,24.91,5.96
8465685,26.79,6.02,,,,
8465658,,,22.44,51.18,,
8465693,,,,,24.94,5.97
8466697,26.8,5.99,,,,
8466670,,,22.48,51.17,,
8466705,,,,,24.94,5.93
8467709,26.76,5.98,,,,
8467682,,,22.47,51.14,,
8467717,,,,,24.9,5.99
8468720,26.81,6.04,,,,
8468693,,,22.48,51.11,,
8468729,,,,,24.93,5.93
8469733,26.79,5.98,,,,
8469705,,,22.47,51.13,,
8469741,,,,,24.9,5.96
8470744,26.81,6.0,,,,
8470717,,,22.46,51.12,,
8470753,,,,,24.91,5.94
8471756,26.82,6.03,,,,
8471729,,,22.43,51.08,,
8471765,,,,,24.95,5.9
8472768,26.8,6.01,,,,
8472741,,,22.44,51.13,,
8472777,,,,,24.93,5.97
8473780,26.81,5.95,,,,
8473753,,,22.46,51.14,,
8473789,,,,,24.93,5.96
8474792,26.81,5.99,,,,
8474765,,,22.44,51.14,,
8474800,,,,,24.93,5.97
8475804,26.8,6.05,,,,
8475777,,,22.42,51.14,,
8475812,,,,,24.93,5.94
8476816,26.79,5.98,,,,
8476789,,,22.43,51.15,,
8476824,,,,,24.93,5.94
8477827,26.82,6.03,,,,
8477800,,,22.42,51.16,,
8477836,,,,,24.96,5.91
8478840,26.81,6.0,,,,
8478812,,,22.46,51.18,,
8478848,,,,,24.93,5.93
8479851,26.82,5.98,,,,
8479824,,,22.43,51.15,,
8479860,,,,,24.94,5.95
8480863,26.82,6.04,,,,
8480836,,,22.44,51.17,,
8480872,,,,,24.92,5.92
8481875,26.81,6.02,,,,
8481848,,,22.44,51.2,,
8481884,,,,,24.93,5.97
8482887,26.81,6.03,,,,
8482860,,,22.44,51.19,,
8482896,,,,,24.93,5.91
8483899,26.79,6.0,,,,
8483872,,,22.43,51.17,,
8483908,,,,,24.93,5.94
8484911,26.8,6.05,,,,
8484884,,,22.46,51.18,,
8484920,,,,,24.93,5.94
8485923,26.81,6.02,,,,
8485896,,,22.45,51.18,,
8485932,,,,,24.93,5.93
8486935,26.8,5.98,,,,
8486908,,,22.46,51.18,,
8486944,,,,,24.92,5.91
8487947,26.78,6.05,,,,
8487920,,,22.45,51.2,,
8487956,,,,,24.91,5.93
8488959,26.78,6.0,,,,
8488932,,,22.45,51.17,,
8488968,,,,,24.94,5.9
8489971,26.79,6.06,,,,
8489944,,,22.45,51.17,,
8489980,,,,,24.93,5.91
8490983,26.79,6.0,,,,
8490956,,,22.44,51.19,,
8490992,,,,,24.95,5.94
8491995,26.81,6.01,,,,
8491967,,,22.43,51.14,,
8492003,,,,,24.94,5.94
8493007,26.79,5.98,,,,
8492979,,,22.41,51.18,,
8493015,,,,,24.93,5.9
8494019,26.81,5.96,,,,
8493991,,,22.43,51.19,,
8494027,,,,,24.94,5.89
8495031,26.79,5.99,,,,
8495003,,,22.43,51.19,,
8495039,,,,,24.93,5.92
8496043,26.81,6.0,,,,
8496015,,,22.44,51.21,,
8496051,,,,,24.91,5.84
8497054,26.82,6.0,,,,
8497027,,,22.44,51.16,,
8497063,,,,,24.92,5.89
8498066,26.84,5.98,,,,
8498039,,,22.44,51.2,,
8498075,,,,,24.93,5.88
8499078,26.82,5.95,,,,
8499051,,,22.39,51.2,,
8499087,,,,,24.92,5.89
8500090,26.82,5.94,,,,
8500063,,,22.39,51.23,,
8500099,,,,,24.93,5.93
8501102,26.8,5.9,,,,
8501075,,,22.39,51.26,,
8501110,,,,,24.92,5.9
8502114,26.8,5.98,,,,
8502087,,,22.4,51.23,,
8502122,,,,,24.92,5.92
8503126,26.8,5.96,,,,
8503099,,,22.44,51.27,,
8503134,,,,,24.92,5.92
8504138,26.84,6.0,,,,
8504111,,,22.39,51.24,,
8504147,,,,,24.92,5.93
8505150,26.82,5.99,,,,
8505123,,,22.4,51.27,,
8505159,,,,,24.93,5.89
8506162,26.84,5.96,,,,
8506135,,,22.39,51.25,,
8506171,,,,,24.91,5.89
8507174,26.85,5.95,,,,
8507147,,,22.4,51.26,,
8507182,,,,,24.93,5.88
8508186,26.84,5.95,,,,
8508158,,,22.4,51.31,,
8508194,,,,,24.94,5.91
8509198,26.84,5.91,,,,
8509171,,,22.41,51.28,,
8509206,,,,,24.91,5.91
8510210,26.83,5.96,,,,
8510182,,,22.4,51.29,,
8510218,,,,,24.93,5.93
8511222,26.86,5.95,,,,
8511194,,,22.39,51.28,,
8511230,,,,,24.93,5.92
8512234,26.83,5.96,,,,
8512206,,,22.39,51.29,,
8512242,,,,,24.9,5.9
8513245,26.85,5.98,,,,
8513218,,,22.39,51.32,,
8513254,,,,,24.93,5.9
8514257,26.84,5.97,,,,
8514230,,,22.38,51.32,,
8514266,,,,,24.89,5.9
8515269,26.84,6.0,,,,
8515242,,,22.39,51.31,,
8515278,,,,,24.91,5.88
8516281,26.84,5.99,,,,
8516253,,,22.43,51.32,,
8516290,,,,,24.9,5.9
8517293,26.85,5.93,,,,
8517266,,,22.4,51.31,,
8517302,,,,,24.92,5.87
8518305,26.86,6.0,,,,
8518277,,,22.38,51.28,,
8518314,,,,,24.92,5.89
8519317,26.85,5.95,,,,
8519289,,,22.4,51.31,,
8519326,,,,,24.91,5.9
8520329,26.86,5.93,,,,
8520301,,,22.38,51.35,,
8520338,,,,,24.91,5.94
8521341,26.85,5.96,,,,
8521313,,,22.38,51.32,,
8521349,,,,,24.91,5.89
8522352,26.87,6.0,,,,
8522325,,,22.4,51.35,,
8522361,,,,,24.92,5.91
8523364,26.85,6.01,,,,
8523337,,,22.36,51.33,,
8523373,,,,,24.9,5.91
8524376,26.84,5.95,,,,
8524349,,,22.35,51.35,,
8524385,,,,,24.93,5.92
8525388,26.85,5.97,,,,
8525361,,,22.34,51.37,,
8525397,,,,,24.92,5.89
8526400,26.85,5.99,,,,
8526373,,,22.36,51.41,,
8526409,,,,,24.94,5.9
8527412,26.87,5.99,,,,
8527385,,,22.38,51.4,,
8527421,,,,,24.94,5.87
8528424,26.85,5.93,,,,
8528396,,,22.34,51.42,,
8528433,,,,,24.93,5.93
8529436,26.83,5.99,,,,
8529408,,,22.39,51.44,,
8529445,,,,,24.92,5.92
8530448,26.85,6.01,,,,
8530420,,,22.37,51.42,,
8530457,,,,,24.91,5.92
8531459,26.86,6.0,,,,
8531432,,,22.38,51.39,,
8531468,,,,,24.94,5.9
8532471,26.85,6.02,,,,
8532444,,,22.35,51.42,,
8532480,,,,,24.92,5.91
8533483,26.88,6.01,,,,
8533456,,,22.36,51.44,,
8533492,,,,,24.92,5.91
8534495,26.83,6.02,,,,
8534468,,,22.38,51.41,,
8534504,,,,,24.9,5.91
8535507,26.88,6.01,,,,
8535480,,,22.4,51.42,,
8535516,,,,,24.94,5.95
8536519,26.89,5.95,,,,
8536492,,,22.39,51.43,,
8536528,,,,,24.92,5.92
8537531,26.84,5.99,,,,
8537503,,,22.38,51.39,,
8537540,,,,,24.92,5.91
8538542,26.87,6.01,,,,
8538515,,,22.39,51.37,,
8538552,,,,,24.91,5.89
8539554,26.83,5.94,,,,
8539527,,,22.39,51.36,,
8539564,,,,,24.91,5.91
8540566,26.83,5.94,,,,
8540539,,,22.4,51.36,,
8540576,,,,,24.92,5.9
8541578,26.83,5.98,,,,
8541551,,,22.42,51.35,,
8541588,,,,,24.9,5.9
8542590,26.85,6.0,,,,
8542563,,,22.39,51.32,,
8542600,,,,,24.9,5.88
8543602,26.85,6.01,,,,
8543575,,,22.39,51.33,,
8543611,,,,,24.91,5.93
8544614,26.87,5.96,,,,
8544587,,,22.4,51.33,,
8544623,,,,,24.89,5.94
8545626,26.87,5.95,,,,
8545599,,,22.43,51.34,,
8545635,,,,,24.9,5.97
8546638,26.87,5.96,,,,
8546611,,,22.43,51.31,,
8546647,,,,,24.93,5.9
8547650,26.85,5.94,,,,
8547623,,,22.43,51.27,,
8547660,,,,,24.91,5.96
8548662,26.86,5.94,,,,
8548635,,,22.45,51.29,,
8548672,,,,,24.91,5.93
8549674,26.87,5.98,,,,
8549647,,,22.46,51.25,,
8549683,,,,,24.91,5.9
8550686,26.86,6.0,,,,
8550659,,,22.44,51.27,,
8550695,,,,,24.9,5.89
8551698,26.87,5.95,,,,
8551670,,,22.43,51.26,,
8551707,,,,,24.91,5.9
8552710,26.87,5.94,,,,
8552682,,,22.42,51.29,,
8552719,,,,,24.9,5.94
8553722,26.88,5.94,,,,
8553694,,,22.44,51.27,,
8553731,,,,,24.93,5.89
8554734,26.86,5.95,,,,
8554706,,,22.41,51.27,,
8554743,,,,,24.9,5.95
8555745,26.85,5.96,,,,
8555718,,,22.43,51.24,,
8555755,,,,,24.92,5.94
8556757,26.86,5.97,,,,
8556730,,,22.41,51.25,,
8556767,,,,,24.91,5.91
8557769,26.89,5.97,,,,
8557742,,,22.45,51.28,,
8557779,,,,,24.91,5.88
8558781,26.86,5.96,,,,
8558754,,,22.39,51.25,,
8558791,,,,,24.93,5.9
8559793,26.86,6.01,,,,
8559766,,,22.36,51.29,,
8559803,,,,,24.9,5.92
8560805,26.87,5.96,,,,
8560777,,,22.41,51.31,,
8560814,,,,,24.94,5.92
8561817,26.88,5.95,,,,
8561789,,,22.39,51.31,,
8561826,,,,,24.93,5.9
8562829,26.9,5.99,,,,
8562801,,,22.41,51.29,,
8562838,,,,,24.93,5.92
8563841,26.86,6.01,,,,
8563813,,,22.41,51.34,,
8563850,,,,,24.93,5.91
8564853,26.88,5.99,,,,
8564825,,,22.4,51.31,,
8564862,,,,,24.91,5.91
8565864,26.88,5.98,,,,
