timestamp,0xF030D05B_blue_temperature (degrees C),0xF030D05B_blue_humidity (% rH),0xEFCF86D7_yellow_temperature (degrees C),0xEFCF86D7_yellow_humidity (% rH),0xF030D0CF_red_temperature (degrees C),0xF030D0CF_red_humidity (% rH)
7981986,26.75,6.0,,,,
7981957,,,22.63,50.57,,
7981985,,,,,24.86,5.93
7982998,26.77,5.96,,,,
7982969,,,22.63,50.54,,
7982997,,,,,24.89,5.91
7984010,26.77,5.96,,,,
7983981,,,22.66,50.56,,
7984009,,,,,24.87,5.9
7985022,26.78,5.96,,,,
7984993,,,22.66,50.51,,
7985021,,,,,24.9,5.93
7986034,26.77,5.94,,,,
7986005,,,22.61,50.52,,
7986033,,,,,24.88,5.87
7987046,26.77,5.94,,,,
7987016,,,22.62,50.55,,
7987044,,,,,24.89,5.88
7988058,26.79,5.94,,,,
7988028,,,22.62,50.54,,
7988056,,,,,24.9,5.9
7989070,26.76,5.92,,,,
7989040,,,22.6,50.55,,
7989068,,,,,24.88,5.83
7990082,26.76,5.9,,,,
7990052,,,22.6,50.55,,
7990080,,,,,24.87,5.86
7991093,26.78,5.91,,,,
7991064,,,22.62,50.54,,
7991092,,,,,24.88,5.86
7992105,26.78,5.86,,,,
7992076,,,22.59,50.58,,
7992104,,,,,24.85,5.89
7993117,26.78,5.9,,,,
7993088,,,22.62,50.6,,
7993116,,,,,24.87,5.87
7994129,26.76,5.84,,,,
7994100,,,22.61,50.55,,
7994128,,,,,24.9,5.9
7995141,26.77,5.87,,,,
7995112,,,22.61,50.57,,
7995140,,,,,24.88,5.87
7996153,26.75,5.92,,,,
7996124,,,22.63,50.55,,
7996152,,,,,24.85,5.85
7997165,26.79,5.89,,,,
7997136,,,22.62,50.54,,
7997164,,,,,24.88,5.88
7998177,26.78,5.91,,,,
7998148,,,22.62,50.55,,
7998176,,,,,24.87,5.88
7999189,26.78,5.9,,,,
7999160,,,22.62,50.54,,
7999188,,,,,24.89,5.86
8000201,26.77,5.95,,,,
8000172,,,22.62,50.54,,
8000200,,,,,24.88,5.86
8001212,26.78,5.93,,,,
8001183,,,22.63,50.53,,
8001211,,,,,24.89,5.9
8002224,26.79,5.93,,,,
8002195,,,22.62,50.53,,
8002223,,,,,24.87,5.86
8003236,26.74,5.91,,,,
8003207,,,22.62,50.5,,
8003235,,,,,24.89,5.83
8004248,26.76,5.92,,,,
8004219,,,22.63,50.53,,
8004247,,,,,24.88,5.87
8005260,26.74,5.93,,,,
8005231,,,22.62,50.51,,
8005259,,,,,24.89,5.84
8006272,26.74,5.93,,,,
8006243,,,22.63,50.51,,
8006271,,,,,24.89,5.85
8007284,26.74,5.96,,,,
8007255,,,22.63,50.5,,
8007283,,,,,24.89,5.89
8008296,26.73,6.0,,,,
8008267,,,22.64,50.53,,
8008295,,,,,24.87,5.91
8009308,26.76,5.98,,,,
8009279,,,22.66,50.52,,
8009307,,,,,24.88,5.86
8010320,26.75,5.95,,,,
8010291,,,22.64,50.5,,
8010319,,,,,24.88,5.87
8011332,26.71,5.99,,,,
8011303,,,22.61,50.5,,
8011331,,,,,24.88,5.86
8012344,26.73,5.99,,,,
8012315,,,22.6,50.51,,
8012343,,,,,24.85,5.9
8013356,26.73,5.96,,,,
8013327,,,22.61,50.52,,
8013355,,,,,24.87,5.89
8014368,26.75,6.01,,,,
8014339,,,22.6,50.49,,
8014367,,,,,24.9,5.81
8015380,26.72,5.96,,,,
8015351,,,22.62,50.54,,
8015379,,,,,24.91,5.88
8016392,26.75,5.99,,,,
8016362,,,22.64,50.53,,
8016391,,,,,24.88,5.92
8017403,26.75,5.98,,,,
8017374,,,22.63,50.49,,
8017403,,,,,24.89,5.86
8018415,26.77,6.01,,,,
8018386,,,22.6,50.54,,
8018415,,,,,24.88,5.88
8019427,26.76,6.01,,,,
8019398,,,22.63,50.52,,
8019427,,,,,24.87,5.9
8020439,26.77,6.01,,,,
8020410,,,22.65,50.51,,
8020439,,,,,24.9,5.91
8021451,26.76,5.95,,,,
8021422,,,22.65,50.52,,
8021450,,,,,24.87,5.91
8022463,26.75,5.92,,,,
8022434,,,22.62,50.53,,
8022462,,,,,24.89,5.89
8023475,26.76,5.94,,,,
8023446,,,22.63,50.52,,
8023474,,,,,24.9,5.88
8024487,26.76,5.91,,,,
8024458,,,22.63,50.49,,
8024486,,,,,24.87,5.85
8025499,26.75,5.92,,,,
8025470,,,22.62,50.48,,
8025498,,,,,24.89,5.86
8026511,26.74,5.92,,,,
8026482,,,22.62,50.52,,
8026510,,,,,24.87,5.83
8027523,26.75,5.92,,,,
8027494,,,22.6,50.52,,
8027522,,,,,24.89,5.82
8028535,26.73,5.97,,,,
8028506,,,22.62,50.55,,
8028534,,,,,24.87,5.83
8029547,26.72,5.98,,,,
8029518,,,22.63,50.5,,
8029546,,,,,24.87,5.87
8030559,26.74,5.99,,,,
8030530,,,22.63,50.57,,
8030558,,,,,24.9,5.89
8031571,26.78,5.96,,,,
8031542,,,22.62,50.54,,
8031570,,,,,24.86,5.84
8032582,26.76,5.98,,,,
8032553,,,22.63,50.53,,
8032582,,,,,24.85,5.84
8033594,26.74,6.02,,,,
8033565,,,22.63,50.53,,
8033594,,,,,24.9,5.89
8034606,26.76,6.03,,,,
8034577,,,22.63,50.5,,
8034606,,,,,24.9,5.91
8035618,26.75,6.0,,,,
8035589,,,22.67,50.49,,
8035618,,,,,24.9,5.92
8036630,26.77,5.99,,,,
8036601,,,22.66,50.46,,
8036630,,,,,24.88,5.94
8037642,26.76,6.02,,,,
8037613,,,22.65,50.45,,
8037642,,,,,24.87,5.93
8038654,26.77,6.04,,,,
8038625,,,22.66,50.47,,
8038653,,,,,24.86,5.92
8039666,26.77,6.01,,,,
8039637,,,22.65,50.47,,
8039665,,,,,24.87,5.9
8040677,26.74,5.99,,,,
8040649,,,22.63,50.5,,
8040677,,,,,24.86,5.86
8041689,26.76,5.98,,,,
8041660,,,22.64,50.46,,
8041689,,,,,24.86,5.86
8042701,26.74,6.0,,,,
8042673,,,22.63,50.49,,
8042701,,,,,24.88,5.88
8043714,26.73,5.99,,,,
8043685,,,22.61,50.5,,
8043713,,,,,24.87,5.9
8044726,26.75,5.98,,,,
8044697,,,22.62,50.47,,
8044725,,,,,24.88,5.86
8045737,26.73,5.98,,,,
8045709,,,22.66,50.47,,
8045737,,,,,24.86,5.9
8046749,26.72,5.99,,,,
8046720,,,22.61,50.51,,
8046749,,,,,24.9,5.88
8047761,26.74,5.95,,,,
8047732,,,22.63,50.5,,
8047761,,,,,24.88,5.89
8048773,26.71,5.97,,,,
8048744,,,22.64,50.54,,
8048773,,,,,24.9,5.86
8049785,26.74,6.0,,,,
8049756,,,22.6,50.49,,
8049785,,,,,24.89,5.82
8050797,26.73,5.94,,,,
8050768,,,22.6,50.5,,
8050797,,,,,24.89,5.89
8051809,26.75,5.95,,,,
8051780,,,22.66,50.55,,
8051808,,,,,24.89,5.85
8052820,26.74,6.0,,,,
8052791,,,22.62,50.56,,
8052820,,,,,24.89,5.84
8053832,26.78,5.95,,,,
8053803,,,22.61,50.55,,
8053832,,,,,24.88,5.86
8054844,26.77,5.95,,,,
8054815,,,22.61,50.55,,
8054844,,,,,24.9,5.81
8055856,26.75,5.95,,,,
8055827,,,22.6,50.57,,
8055856,,,,,24.88,5.85
8056868,26.77,5.97,,,,
8056839,,,22.58,50.6,,
8056868,,,,,24.9,5.82
8057880,26.77,5.98,,,,
8057851,,,22.57,50.6,,
8057880,,,,,24.91,5.82
8058892,26.75,5.93,,,,
8058863,,,22.57,50.64,,
8058892,,,,,24.89,5.87
8059904,26.77,5.95,,,,
8059875,,,22.57,50.63,,
8059904,,,,,24.87,5.84
8060916,26.77,5.95,,,,
8060887,,,22.61,50.66,,
8060916,,,,,24.89,5.83
8061928,26.75,5.94,,,,
8061899,,,22.58,50.66,,
8061928,,,,,24.9,5.83
8062939,26.75,5.97,,,,
8062910,,,22.59,50.68,,
8062940,,,,,24.91,5.88
8063951,26.76,5.94,,,,
8063922,,,22.62,50.68,,
8063952,,,,,24.89,5.89
8064963,26.73,5.99,,,,
8064934,,,22.6,50.66,,
8064964,,,,,24.89,5.86
8065975,26.75,5.94,,,,
8065946,,,22.6,50.67,,
8065975,,,,,24.88,5.85
8066987,26.77,5.98,,,,
8066958,,,22.59,50.68,,
8066987,,,,,24.89,5.82
8067999,26.76,5.97,,,,
8067970,,,22.62,50.72,,
8067999,,,,,24.91,5.88
8069011,26.76,5.91,,,,
8068982,,,22.58,50.67,,
8069011,,,,,24.91,5.89
8070023,26.77,5.96,,,,
8069994,,,22.61,50.66,,
8070023,,,,,24.89,5.86
8071035,26.75,5.91,,,,
8071005,,,22.59,50.65,,
8071035,,,,,24.91,5.88
8072047,26.76,5.94,,,,
8072017,,,22.6,50.67,,
8072047,,,,,24.87,5.88
8073059,26.77,5.95,,,,
8073029,,,22.59,50.68,,
8073059,,,,,24.9,5.91
8074070,26.78,5.91,,,,
8074041,,,22.57,50.68,,
8074071,,,,,24.88,5.85
8075082,26.74,5.95,,,,
8075053,,,22.6,50.69,,
8075083,,,,,24.88,5.91
8076094,26.76,5.95,,,,
8076065,,,22.6,50.66,,
8076095,,,,,24.88,5.85
8077106,26.77,5.94,,,,
8077077,,,22.59,50.66,,
8077107,,,,,24.91,5.85
8078118,26.78,5.94,,,,
8078089,,,22.58,50.67,,
8078119,,,,,24.88,5.87
8079130,26.77,5.92,,,,
8079101,,,22.57,50.67,,
8079131,,,,,24.9,5.91
8080142,26.75,5.96,,,,
8080113,,,22.57,50.66,,
8080143,,,,,24.91,5.86
8081155,26.76,5.95,,,,
8081125,,,22.58,50.67,,
8081155,,,,,24.88,5.9
8082166,26.79,5.93,,,,
8082137,,,22.56,50.69,,
8082167,,,,,24.9,5.88
8083178,26.77,5.96,,,,
8083149,,,22.6,50.66,,
8083179,,,,,24.88,5.94
8084190,26.76,5.94,,,,
8084161,,,22.57,50.65,,
8084190,,,,,24.9,5.9
8085202,26.76,5.98,,,,
8085173,,,22.6,50.64,,
8085202,,,,,24.88,5.9
8086213,26.75,5.96,,,,
8086184,,,22.61,50.66,,
8086214,,,,,24.89,5.87
8087225,26.74,5.93,,,,
8087196,,,22.59,50.63,,
8087226,,,,,24.9,5.89
8088208,,,22.6,50.64,,
8088237,,,,,24.91,5.89
8088237,26.73,5.95,,,,
8089249,26.75,5.99,,,,
8089220,,,22.57,50.64,,
8089249,,,,,24.9,5.85
8090261,26.75,5.98,,,,
8090231,,,22.57,50.65,,
8090261,,,,,24.89,5.9
8091272,26.74,5.93,,,,
8091243,,,22.55,50.64,,
8091273,,,,,24.89,5.92
8092284,26.75,6.0,,,,
8092255,,,22.55,50.64,,
8092285,,,,,24.9,5.91
8093296,26.77,5.98,,,,
8093267,,,22.59,50.67,,
8093297,,,,,24.9,5.9
8094308,26.73,5.96,,,,
8094279,,,22.57,50.66,,
8094309,,,,,24.9,5.86
8095320,26.74,6.0,,,,
8095291,,,22.58,50.67,,
8095321,,,,,24.87,5.83
8096332,26.74,5.98,,,,
8096303,,,22.56,50.67,,
8096333,,,,,24.87,5.87
8097344,26.76,5.92,,,,
8097315,,,22.56,50.66,,
8097344,,,,,24.88,5.89
8098355,26.76,5.98,,,,
8098327,,,22.59,50.69,,
8098356,,,,,24.91,5.88
8099367,26.74,5.98,,,,
8099339,,,22.57,50.65,,
8099368,,,,,24.89,5.86
8100379,26.78,5.95,,,,
8100351,,,22.58,50.72,,
8100380,,,,,24.88,5.89
8101391,26.74,5.95,,,,
8101363,,,22.57,50.67,,
8101392,,,,,24.89,5.86
8102403,26.76,5.94,,,,
8102374,,,22.57,50.69,,
8102404,,,,,24.89,5.84
8103415,26.74,5.91,,,,
8103386,,,22.57,50.68,,
8103416,,,,,24.93,5.87
8104427,26.71,5.91,,,,
8104398,,,22.59,50.7,,
8104428,,,,,24.9,5.84
8105439,26.73,5.9,,,,
8105410,,,22.57,50.7,,
8105440,,,,,24.87,5.86
8106451,26.76,5.95,,,,
8106422,,,22.58,50.72,,
8106452,,,,,24.88,5.84
8107463,26.73,5.89,,,,
8107434,,,22.58,50.72,,
8107464,,,,,24.92,5.83
8108474,26.72,5.94,,,,
8108446,,,22.57,50.73,,
8108476,,,,,24.89,5.82
8109486,26.73,5.96,,,,
8109458,,,22.57,50.74,,
8109488,,,,,24.88,5.85
8110498,26.76,5.98,,,,
8110470,,,22.57,50.69,,
8110499,,,,,24.9,5.86
8111510,26.77,5.96,,,,
8111482,,,22.59,50.72,,
8111511,,,,,24.88,5.86
8112522,26.76,5.92,,,,
8112494,,,22.53,50.69,,
8112523,,,,,24.9,5.87
8113534,26.74,5.91,,,,
8113506,,,22.6,50.71,,
8113535,,,,,24.9,5.88
8114546,26.78,5.89,,,,
8114518,,,22.55,50.71,,
8114547,,,,,24.91,5.85
8115558,26.78,5.95,,,,
8115529,,,22.57,50.72,,
8115559,,,,,24.9,5.88
8116569,26.78,5.93,,,,
8116541,,,22.56,50.72,,
8116571,,,,,24.88,5.87
8117582,26.78,5.94,,,,
8117553,,,22.57,50.72,,
8117583,,,,,24.9,5.88
8118594,26.75,5.9,,,,
8118565,,,22.55,50.73,,
8118595,,,,,24.88,5.91
8119606,26.77,5.93,,,,
8119577,,,22.58,50.71,,
8119607,,,,,24.89,5.84
8120617,26.74,5.9,,,,
8120589,,,22.55,50.73,,
8120618,,,,,24.9,5.86
8121629,26.76,5.94,,,,
8121601,,,22.54,50.75,,
8121630,,,,,24.89,5.86
8122641,26.78,5.9,,,,
8122613,,,22.55,50.75,,
8122642,,,,,24.9,5.84
8123653,26.77,5.94,,,,
8123625,,,22.56,50.75,,
8123654,,,,,24.93,5.85
8124665,26.73,5.92,,,,
8124636,,,22.57,50.71,,
8124666,,,,,24.89,5.85
8125676,26.74,5.92,,,,
8125648,,,22.55,50.72,,
8125678,,,,,24.89,5.84
8126688,26.76,5.92,,,,
8126660,,,22.57,50.72,,
8126690,,,,,24.89,5.88
8127700,26.73,5.95,,,,
8127672,,,22.58,50.7,,
8127701,,,,,24.92,5.82
8128712,26.74,5.92,,,,
8128684,,,22.58,50.73,,
8128713,,,,,24.9,5.81
8129724,26.76,5.92,,,,
8129695,,,22.55,50.69,,
8129725,,,,,24.9,5.84
8130735,26.71,5.92,,,,
8130707,,,22.54,50.74,,
8130737,,,,,24.89,5.85
8131747,26.75,5.91,,,,
8131720,,,22.55,50.73,,
8131749,,,,,24.93,5.87
8132759,26.71,5.88,,,,
8132732,,,22.55,50.73,,
8132761,,,,,24.89,5.84
8133771,26.77,5.86,,,,
8133744,,,22.55,50.73,,
8133773,,,,,24.93,5.83
8134784,26.75,5.89,,,,
8134756,,,22.58,50.76,,
8134785,,,,,24.9,5.87
8135795,26.73,5.91,,,,
8135768,,,22.58,50.77,,
8135797,,,,,24.91,5.85
8136808,26.74,5.87,,,,
8136780,,,22.55,50.75,,
8136809,,,,,24.89,5.86
8137820,26.73,5.9,,,,
8137792,,,22.54,50.75,,
8137821,,,,,24.87,5.82
8138831,26.75,5.9,,,,
8138804,,,22.56,50.73,,
8138833,,,,,24.92,5.85
8139843,26.75,5.89,,,,
8139815,,,22.57,50.76,,
8139845,,,,,24.9,5.83
8140855,26.75,5.89,,,,
8140828,,,22.53,50.81,,
8140857,,,,,24.9,5.86
8141867,26.73,5.91,,,,
8141840,,,22.52,50.78,,
8141869,,,,,24.91,5.78
8142880,26.74,5.93,,,,
8142852,,,22.51,50.79,,
8142881,,,,,24.91,5.84
8143891,26.77,5.98,,,,
8143864,,,22.51,50.79,,
8143893,,,,,24.93,5.79
8144903,26.75,5.96,,,,
8144876,,,22.53,50.85,,
8144905,,,,,24.9,5.81
8145915,26.77,5.92,,,,
8145887,,,22.53,50.83,,
8145917,,,,,24.91,5.8
8146927,26.77,5.91,,,,
8146899,,,22.54,50.84,,
8146929,,,,,24.89,5.86
8147939,26.77,5.94,,,,
8147911,,,22.56,50.84,,
8147941,,,,,24.88,5.84
8148951,26.74,5.95,,,,
8148923,,,22.53,50.84,,
8148953,,,,,24.89,5.8
8149963,26.75,5.9,,,,
8149935,,,22.53,50.83,,
8149964,,,,,24.9,5.87
8150975,26.76,5.93,,,,
8150947,,,22.56,50.84,,
8150976,,,,,24.9,5.84
8151987,26.76,5.96,,,,
8151959,,,22.52,50.85,,
8151989,,,,,24.88,5.84
8152998,26.74,5.92,,,,
8152971,,,22.51,50.84,,
8153000,,,,,24.92,5.81
8154010,26.76,5.91,,,,
8153982,,,22.51,50.84,,
8154012,,,,,24.9,5.85
8155022,26.75,5.94,,,,
8154994,,,22.55,50.82,,
8155024,,,,,24.91,5.84
8156034,26.74,5.91,,,,
8156006,,,22.5,50.81,,
8156036,,,,,24.88,5.83
8157046,26.75,5.91,,,,
8157018,,,22.5,50.86,,
8157048,,,,,24.89,5.84
8158058,26.75,5.95,,,,
8158030,,,22.55,50.92,,
8158060,,,,,24.91,5.83
8159070,26.77,5.96,,,,
8159042,,,22.54,50.91,,
8159072,,,,,24.89,5.77
8160082,26.77,5.9,,,,
8160054,,,22.54,50.84,,
8160084,,,,,24.9,5.83
8161094,26.78,5.9,,,,
8161066,,,22.54,50.89,,
8161096,,,,,24.92,5.79
8162105,26.76,5.93,,,,
8162078,,,22.58,50.88,,
8162108,,,,,24.89,5.83
8163117,26.75,5.94,,,,
8163090,,,22.55,50.85,,
8163120,,,,,24.91,5.83
8164129,26.76,5.92,,,,
8164102,,,22.53,50.81,,
8164131,,,,,24.9,5.83
8165141,26.74,5.93,,,,
8165113,,,22.52,50.82,,
8165143,,,,,24.89,5.86
8166153,26.77,5.92,,,,
8166125,,,22.54,50.82,,
8166155,,,,,24.94,5.86
8167165,26.77,5.94,,,,
8167138,,,22.54,50.83,,
8167168,,,,,24.93,5.83
8168177,26.78,5.93,,,,
8168150,,,22.52,50.81,,
8168180,,,,,24.9,5.81
8169189,26.75,5.91,,,,
8169162,,,22.52,50.81,,
8169191,,,,,24.9,5.84
8170201,26.76,5.91,,,,
8170173,,,22.55,50.85,,
8170203,,,,,24.9,5.81
8171213,26.76,5.9,,,,
8171185,,,22.56,50.86,,
8171215,,,,,24.91,5.86
8172225,26.73,5.87,,,,
8172197,,,22.54,50.83,,
8172227,,,,,24.92,5.8
8173237,26.73,5.9,,,,
8173209,,,22.52,50.81,,
8173239,,,,,24.89,5.84
8174249,26.74,5.91,,,,
8174222,,,22.51,50.87,,
8174252,,,,,24.91,5.86
8175261,26.73,5.9,,,,
8175233,,,22.52,50.86,,
8175263,,,,,24.91,5.83
8176273,26.74,5.87,,,,
8176245,,,22.52,50.87,,
8176275,,,,,24.91,5.85
8177285,26.72,5.92,,,,
8177257,,,22.5,50.87,,
8177287,,,,,24.89,5.81
8178296,26.74,5.91,,,,
8178269,,,22.54,50.88,,
8178299,,,,,24.91,5.84
8179309,26.73,5.94,,,,
8179281,,,22.51,50.92,,
8179311,,,,,24.9,5.86
8180321,26.73,5.93,,,,
8180293,,,22.55,50.89,,
8180323,,,,,24.9,5.91
8181332,26.74,5.89,,,,
8181305,,,22.57,50.87,,
8181335,,,,,24.9,5.85
8182344,26.76,5.95,,,,
8182317,,,22.54,50.89,,
8182347,,,,,24.91,5.88
8183356,26.74,5.91,,,,
8183329,,,22.51,50.9,,
8183359,,,,,24.91,5.89
8184368,26.75,5.99,,,,
8184341,,,22.5,50.86,,
8184371,,,,,24.93,5.87
8185380,26.77,5.9,,,,
8185353,,,22.51,50.89,,
8185383,,,,,24.9,5.85
8186392,26.74,5.92,,,,
8186364,,,22.51,50.89,,
8186395,,,,,24.9,5.87
8187404,26.76,5.9,,,,
8187376,,,22.48,50.9,,
8187406,,,,,24.87,5.86
8188415,26.75,5.96,,,,
8188388,,,22.5,50.92,,
8188418,,,,,24.93,5.84
8189427,26.77,5.92,,,,
8189400,,,22.51,50.94,,
8189430,,,,,24.9,5.85
8190439,26.77,5.95,,,,
8190412,,,22.51,50.98,,
8190442,,,,,24.9,5.89
8191451,26.75,5.96,,,,
8191424,,,22.51,50.98,,
8191454,,,,,24.9,5.86
8192463,26.75,5.98,,,,
8192436,,,22.5,50.96,,
8192466,,,,,24.89,5.83
8193475,26.78,5.97,,,,
8193448,,,22.48,50.93,,
8193478,,,,,24.91,5.85
8194487,26.76,5.95,,,,
8194460,,,22.51,50.94,,
8194490,,,,,24.93,5.86
8195499,26.78,5.96,,,,
8195471,,,22.53,50.94,,
8195502,,,,,24.92,5.88
8196511,26.74,5.97,,,,
8196483,,,22.54,50.98,,
8196514,,,,,24.9,5.92
8197522,26.76,5.88,,,,
8197495,,,22.52,50.9,,
8197525,,,,,24.92,5.89
8198534,26.78,5.93,,,,
8198507,,,22.51,50.93,,
8198537,,,,,24.92,5.88
8199547,26.77,5.95,,,,
8199519,,,22.54,50.9,,
8199550,,,,,24.94,5.87
8200559,26.76,5.91,,,,
8200531,,,22.51,50.89,,
8200562,,,,,24.9,5.87
8201571,26.78,5.96,,,,
8201544,,,22.52,50.9,,
8201574,,,,,24.93,5.88
8202583,26.77,5.92,,,,
8202555,,,22.5,50.9,,
8202586,,,,,24.9,5.86
8203595,26.77,5.95,,,,
8203567,,,22.51,50.88,,
8203598,,,,,24.92,5.88
8204607,26.74,5.96,,,,
8204579,,,22.5,50.87,,
8204610,,,,,24.89,5.82
8205618,26.74,5.9,,,,
8205591,,,22.48,50.9,,
8205622,,,,,24.93,5.88
8206631,26.74,5.92,,,,
8206603,,,22.51,50.9,,
8206634,,,,,24.9,5.91
8207642,26.77,5.91,,,,
8207615,,,22.49,50.91,,
8207645,,,,,24.91,5.88
8208654,26.76,5.95,,,,
8208627,,,22.52,50.93,,
8208657,,,,,24.92,5.91
8209666,26.77,5.92,,,,
8209639,,,22.52,50.91,,
8209669,,,,,24.93,5.9
8210678,26.75,5.99,,,,
8210651,,,22.51,50.92,,
8210681,,,,,24.92,5.85
8211690,26.77,5.97,,,,
8211663,,,22.48,50.94,,
8211693,,,,,24.94,5.85
8212702,26.81,5.91,,,,
8212674,,,22.49,50.94,,
8212705,,,,,24.91,5.89
8213714,26.77,5.9,,,,
8213686,,,22.48,50.96,,
8213717,,,,,24.9,5.87
8214726,26.78,5.92,,,,
8214698,,,22.5,50.94,,
8214729,,,,,24.91,5.86
8215738,26.77,5.91,,,,
8215710,,,22.5,50.93,,
8215741,,,,,24.89,5.89
8216749,26.78,5.94,,,,
8216722,,,22.5,50.96,,
8216753,,,,,24.91,5.86
8217761,26.78,5.89,,,,
8217734,,,22.52,50.96,,
8217765,,,,,24.93,5.88
8218773,26.8,5.89,,,,
8218746,,,22.49,50.96,,
8218776,,,,,24.9,5.87
8219785,26.78,5.92,,,,
8219758,,,22.49,50.99,,
8219788,,,,,24.89,5.9
8220797,26.77,5.91,,,,
8220770,,,22.51,51.02,,
8220800,,,,,24.89,5.89
8221809,26.77,5.88,,,,
8221782,,,22.49,50.95,,
8221812,,,,,24.91,5.86
8222821,26.77,5.9,,,,
8222793,,,22.5,51.0,,
8222824,,,,,24.89,5.92
8223833,26.77,5.92,,,,
8223806,,,22.47,51.04,,
8223836,,,,,24.91,5.88
8224845,26.77,5.94,,,,
8224817,,,22.46,51.03,,
8224848,,,,,24.89,5.85
8225857,26.77,5.94,,,,
8225829,,,22.52,51.07,,
8225860,,,,,24.93,5.87
8226869,26.78,5.91,,,,
8226841,,,22.49,51.05,,
8226872,,,,,24.91,5.89
8227880,26.75,5.92,,,,
8227853,,,22.51,51.04,,
8227884,,,,,24.88,5.84
8228892,26.79,5.93,,,,
8228865,,,22.51,51.05,,
8228896,,,,,24.9,5.86
8229904,26.77,5.94,,,,
8229877,,,22.51,51.03,,
8229908,,,,,24.91,5.88
8230916,26.78,5.88,,,,
8230889,,,22.51,51.02,,
8230920,,,,,24.9,5.89
8231928,26.78,5.9,,,,
8231901,,,22.5,51.0,,
8231931,,,,,24.9,5.91
8232940,26.78,5.88,,,,
8232913,,,22.5,51.01,,
8232943,,,,,24.92,5.87
8233952,26.78,5.91,,,,
8233925,,,22.5,50.99,,
8233955,,,,,24.9,5.84
8234964,26.77,5.94,,,,
8234937,,,22.47,51.03,,
8234967,,,,,24.91,5.88
8235976,26.77,5.94,,,,
8235948,,,22.46,51.02,,
8235979,,,,,24.92,5.84
8236987,26.79,5.95,,,,
8236960,,,22.5,51.05,,
8236991,,,,,24.93,5.86
8237999,26.78,5.93,,,,
8237972,,,22.48,51.04,,
8238003,,,,,24.92,5.86
8239011,26.78,5.91,,,,
8238984,,,22.52,51.04,,
8239015,,,,,24.93,5.91
8240023,26.75,5.96,,,,
8239996,,,22.48,51.04,,
8240027,,,,,24.92,5.87
8241035,26.78,5.94,,,,
8241008,,,22.5,51.03,,
8241039,,,,,24.93,5.84
8242047,26.8,5.94,,,,
8242020,,,22.48,51.04,,
8242051,,,,,24.93,5.91
8243059,26.78,5.94,,,,
8243032,,,22.48,51.04,,
8243062,,,,,24.93,5.89
8244071,26.8,5.95,,,,
8244044,,,22.49,51.0,,
8244074,,,,,24.91,5.86
8245083,26.79,5.93,,,,
8245055,,,22.51,51.01,,
8245086,,,,,24.91,5.88
8246095,26.8,5.95,,,,
8246067,,,22.48,51.02,,
8246098,,,,,24.94,5.88
8247107,26.78,5.9,,,,
8247079,,,22.49,51.0,,
8247110,,,,,24.9,5.88
8248118,26.81,5.93,,,,
8248091,,,22.55,51.01,,
8248122,,,,,24.95,5.87
8249130,26.8,5.89,,,,
8249103,,,22.5,50.99,,
8249134,,,,,24.92,5.88
8250142,26.8,5.93,,,,
8250115,,,22.5,50.98,,
8250146,,,,,24.94,5.87
8251154,26.8,5.89,,,,
8251127,,,22.5,50.98,,
8251158,,,,,24.92,5.87
8252166,26.81,5.89,,,,
8252139,,,22.49,50.98,,
8252170,,,,,24.93,5.86
8253178,26.81,5.91,,,,
8253150,,,22.49,50.97,,
8253182,,,,,24.91,5.85
8254190,26.81,5.92,,,,
8254162,,,22.5,51.02,,
8254193,,,,,24.94,5.83
8255201,26.82,5.87,,,,
8255174,,,22.51,51.01,,
8255205,,,,,24.91,5.91
8256213,26.81,5.92,,,,
8256186,,,22.51,51.01,,
8256217,,,,,24.91,5.86
8257225,26.81,5.91,,,,
8257198,,,22.47,50.99,,
8257229,,,,,24.9,5.92
8258237,26.8,5.92,,,,
8258210,,,22.49,51.03,,
8258241,,,,,24.91,5.84
8259249,26.79,5.92,,,,
8259222,,,22.5,51.04,,
8259253,,,,,24.92,5.83
8260261,26.81,5.94,,,,
8260233,,,22.49,50.98,,
8260265,,,,,24.93,5.85
8261273,26.81,5.93,,,,
8261245,,,22.51,51.06,,
8261277,,,,,24.92,5.84
8262285,26.79,5.89,,,,
8262257,,,22.49,51.02,,
8262289,,,,,24.92,5.86
8263296,26.79,5.9,,,,
8263269,,,22.5,51.05,,
8263300,,,,,24.91,5.86
8264308,26.79,5.91,,,,
8264281,,,22.5,51.04,,
8264312,,,,,24.94,5.9
8265320,26.78,5.96,,,,
8265293,,,22.48,51.02,,
8265324,,,,,24.93,5.84
8266332,26.8,5.92,,,,
8266305,,,22.5,51.03,,
8266336,,,,,24.91,5.87
8267344,26.78,5.99,,,,
8267317,,,22.49,51.05,,
8267348,,,,,24.95,5.92
8268356,26.79,5.96,,,,
8268329,,,22.5,51.03,,
8268360,,,,,24.91,5.88
8269368,26.8,5.99,,,,
8269341,,,22.49,51.02,,
8269372,,,,,24.94,5.9
8270380,26.79,6.0,,,,
8270353,,,22.49,51.05,,
8270384,,,,,24.93,5.88
8271392,26.82,5.99,,,,
8271365,,,22.51,51.05,,
8271396,,,,,24.91,5.89
8272404,26.79,5.94,,,,
8272377,,,22.5,51.08,,
8272408,,,,,24.92,5.87
8273416,26.76,5.92,,,,
8273388,,,22.5,51.07,,
